clothesline	Dreaming that you are hanging out clothing on a clothesline, suggests that you are revealing hidden aspects of yourself, especially if they are underwear. The dream may also signify your hang-ups. In particular, if your are hanging white clothes in the backyard, then it indicates your desire for pureness and to be cleansed. You may also be proclaiming your innocence in some situation.
clothing	Dreaming of your clothes, is symbolic of your public self and how you are perceived. It is indicative of the act you put on in front of others. Clothes is also an indication of your condition and status in life.  Dreaming that your clothes are soiled and you are trying to clean them means your attempts to change something about your character. You may need to change your old habits and old ways of thinking.  Dreaming that you are wearing brand new clothes means new attitudes and a new persona.  You are finding a different way of expressing yourself.  If the price tags are still attached to the clothes, then it suggests that you are trying too hard to adapt to this new attitude. Perhaps it is not who you really are and you are not quite fitting in.  Dreaming that you are constantly changing your clothes, represents the need for change and your need to fit into a new situation or role. You need to establish a new self-image.  Dreaming that your clothes fit too tightly means that you feel restricted in some way. You may feel constrained in a relationship or held back at work.  Dreaming that your clothing is torn or ripped indicates that there is some flaws in your thinking or thought process.  Your logic is not making sense. You need to alter your reasoning and make a stronger argument.  Dreaming that you are shopping for or buying clothes, represents your anxieties about trying to fit in or being "well-suited" for your changing role.  Dreaming that all your clothes in the closet are white, suggests that you need to lighten up. You may have recently been feeling a little on the depressed side. Perhaps you were going through some crisis. It is time  to move on. You need to change your attitude and get a  grip of your inner emotions.
cloud	Seeing fluffy white clouds in your dream, signify inner peace and spiritual harmony. An  issue in your waking life may be clearing up.  Seeing gray and gloomy clouds in your dream, signify  depression or anger. Your decisions may be clouded in some way.  Seeing menacing or stormy clouds in your dream indicates an impending eruption of emotions. It also represents a lack of wisdom or confusion in some situation.
clover	Seeing a three-leaf clover in your dream, symbolizes the past, present, and future.  Seeing a four-leaf clover in your dream, represents good luck. You have successfully come to a resolution of some problem.
clown	Seeing a clown in you dream, symbolizes absurdity, light-heartedness, and a childish side to your own character. The countenance of the clown is a reflection of your own feelings and emotions. Whether it is a happy clown or a sad clown, that will help guide you  through how you may be feeling. The actions of the clown means your uninhibited nature. Alternatively, it is an indication of your thoughtless actions.  If you have a fear or phobia of clowns, the clown may represent a mysterious person in your life who mean you harm. Somebody you know may not be who they appear to be. Or somebody may be pretending to be somebody they are not and are hiding under a facade.
club	Seeing a club in your dream means feelings of aggression or submission depending if the club is used by or against you. It is also symbolic of virility and combativeness.
clumsy	Dreaming that you or someone is clumsy, suggests that some situation or relationship is not going smoothly in your life. You need to take it easy and not to make things hard on yourself.
coach	Seeing or dreaming that you are a coach indicates that you need to be more self-disciplined.
coal	Seeing a coal in your dream, represents wealth and prosperity. It also points to your unused potential. Alternatively, it may indicate that you have been misbehaving and have caught.
coast	Seeing the coast in your dream, suggests that you are on a spiritual quest.  The coast symbolizes the meeting between your two states of mind - the rational and the irrational. The dream may be a metaphor for how you are "coasting". through life.  You may need to take things more seriously.
coat of arms	Seeing a coat of arms in your dream, represents your familial roots and identity.
coat	Seeing or wearing a coat in your dream, symbolizes your protectiveness and defensive persona. You may be isolating yourself. Consider also the color, appearance, and type of coat for additional significance.  Dreaming that a coat is old, worn, or shabby, then it suggests that you are feeling down on yourself.  Seeing or wearing a fur coat in your dream, symbolizes prosperity and luxury. It also indicates your need for attention and your need to be admired.
cobra	Seeing a cobra in your dream, represents creation, and creative energies. Some situation or relationship has you hypnotized.
cobweb	Seeing cobwebs in your dream, suggests that you have not reached your full potential. You are not utilizing your talents.
cocaine	Dreaming that you are taking cocaine indicates that you are feeling empty and devoid of emotions.  You are looking to get out of your commitments or denying your responsibilities. You lack ambition. On a more positive note, the dream may be telling you that you need to be more lively and energetic.
cockroach	Seeing cockroaches in your dream means your need for renewal, rejuvenation and self-cleansing of your psychological, emotional, or spiritual being. You need to reevaluate major aspects of your life.
coconut	Seeing a coconut in your dream, foretells that you will receive an unexpected gift of money.
cocoon	Seeing cocoons on your dream means a place of safety and solitude. It may also represent transformation or healing.  Dreaming that you are in a cocoon, represents your need to rejuvenate and restore your body, mind and spirit. You may be recrSeeing or eating new paths of expression and perhaps a rebirth.
coffee	Dreaming that you are drinking or need your coffee, suggests that you should gain some insight and knowledge before making a decision or tackling some project/relationship. You may be acting too hasty and need to slow down. Alternatively, it may imply a need for you to change your routine.  Dreaming that you are drinking coffee with someone indicates that you might have feelings for that person.  Seeing a coffee pot in your dream means hospitality and sharing of knowledge, hopes, concerns and/or ideas. It may also represent neighborliness, comfort, and companionship.
coffin	Seeing a coffin in your dream, symbolizes the womb. If the coffin is empty, then it suggests that you are having some irreconcilable differences.  Seeing a body in a coffin means that you will be going through a period of depression. You may feel confined, restricted and lack personal freedom. There may be a dead or decaying situation or issue in your life and this dream is calling attention to it. It it time to end this situation or relationship.
coin	Seeing coins in your dream indicates missed or overlooked opportunities that come your way.  Seeing gold coins in your dream, represent success and wealth.  Silver coins represents spirituality, values, and your self-worth.  Seeing coins stacked in your dream, symbolizes masculine power, dominance, and energy.  Dreaming that you are flipping a coin, represents your casual attitude about making some decision. You may also not be taking responsibility for your decisions. Alternatively, it indicates your irrational thoughts.
cold	Dreaming that you are cold indicates that you are experiencing a breakthrough in some area in your life. Alternatively, you may be feeling isolated. You sense of coldness could reflect your feelings about that person. The dream may also occur as a result of your immediate environment in which you are really feeling cold.  Seeing the word cold in your dream, suggests that you need to be more neutral or objective in your decision making. You need to remain emotionally detached.
collapse	Dreaming that you collapse indicates that you are pushing yourself too hard. You have lost sight of your goals and what you need to accomplish. You may also be having difficulties trusting your own judgment and decisions.
collar	Seeing collars in your dream means confinement and restraint. You may be going through a frustrating work situation or a confining relationship.
college	Dreaming that you are in college indicates that you are going through some social or cultural changes.  You may be wanting to expand your knowledge and awareness. It also suggest that now is a good time for you to experiment and try new things. If you had gone to college in your past, then also consider your personal experiences and memories of your college days.  However, if you are currently in college, then it may be a reflection of your current surroundings. It may also represent stress.
colorless	To have a colorless dream, suggests a depressed mood and a feeling of sadness. You may be shutting yourself off from others.
colors	Colors in dreams represent energy, emotions, and vibes. First consider what that single color in your dream means to you and your own personal associations and relationship with that color.  Dreaming in color and then dream in black and white, suggests that you are starting to look at a situation from a more objective perspective instead of from an emotional standpoint. You are subconsciously reacting to events in the dream.
colt	Seeing a colt in your dream, suggests that you are feeling awkward and insecure. You are starting to unleash your unused potential.
column	Seeing columns in your dream, symbolizes strength and hard work. You may be feeling burdened or drained in some way or that you find yourself needing to support others.
coma	Dreaming that you are in a coma indicates your helplessness and inability to function in some given situation. You are not prepared for the major changes that are happening around you. Alternatively, your dream coma state may reflect what is really happening to you body when you are in the dream stage of sleep. In this stage of sleep, our bodies remain immobile as if it was paralyzed, commonly known as REM paralysis.
comb	Dreaming that you combing your hair, suggests your need to organize and sort your thoughts. You need to find or search for some elements that are not clear to you in a situation or relationship.
comedian	Seeing a comedian in your dream, suggests that you need to be more carefree. You are feeling overburdened from your daily problems and need an outlet to release all that tension. You need to learn to laugh at yourself and not take yourself so seriously.
comet	Seeing a comet in your dream indicates that you need to move on and free yourself from emotional and physical burdens. Charge forward toward your goals.
commercial	Dreaming that you are watching TV commercials means your tendency to jump from one thing to another without completing your initial responsibilities and tasks. You have a tendency to emotionally distance yourself and remain objective about the situations you are faced with.  If the commercials quickly jump from one to another, then is symbolizes your flightiness.
compact disc	Seeing  a compact disc in your dream, represents a need for enjoyment or a distraction.  It means opportunities and possibilities. Consider the type of music and the title of the compact disc. If you are giving away the CD, you may be trying to convey a message to that person within the songs.  Consider also if the initial "CD" have any additional significance to you. Perhaps it represents a person or may even be a pun on something that is "seedy".
compass	Seeing a compass in your dream, is a way of your subconscious to show you the way. It may be an indication for you to reconsider the direction in your life and to rethink the path you are taking.
competition	Dreaming that you are in a competition, represents your need to grow and expand. Learn the value of endurance and perseverance. Also be more assertive.  Dreaming that you win a competition, suggests that you possess the necessary skills to accomplish a goal or solve a problem in your waking life.
compliment	Dreaming that you are giving a compliment, suggests that you need to be steadfast and not let others questions your authority and position on things.  Dreaming that you are being complimented, refers to your desire for romance and love.
composer	Dreaming that you are a composer means that you are crSeeing or eating or directing new found energies to a situation or aspect of your life.
computer	Seeing a computer in your dream, symbolizes technology, information, and modern life.  New areas of opportunities are being opened to you. Alternatively, computers also represent a lack of individuality and non expression of emotions and feelings. Too often you are just going along with the flow, without voicing your own opinions and views. You may also feel a depreciated sense of superiority.  Dreaming that you computer has a mind of its own means anxiety about technology and loss of control. You are feeling overwhelmed and feel that you are at the mercy of another.  Dreaming that a computer has a virus, suggests that something in your life that is out of control.
concentration camp	Seeing or living in a concentration camp in your dream indicates that you are afraid of differences. You are having difficulties accepting others and their differences. Learn to appreciate diversity and the uniqueness in yourself and in others around you. If you actually lived in a concentration camp, the dream may signify a situation in your waking life which is triggering similar feelings felt at the time.
concern	Dreaming that you are concerned about something or someone indicates that you are feeling much anxiety, unhappiness, or uneasiness in some situation of your waking life. The concern you have in your dream may be something you need to pay attention to and acknowledge.
concert	Dreaming that you are at a concert, represents harmony and cooperation in a situation or relationship of your waking life. You are experiencing an uplift in your spirits.
conch shell	Seeing a conch shell in your dream, represents sexual inhibitions.
concrete	Seeing concrete in your dream, represents your solid and clear understanding of some situation. The dream may also mean that you are unyielding and inflexible.  Seeing wet concrete in your dream, suggests that some issue or some aspect of your life still remains unresolved.
concussion	Dreaming that you have a concussion, suggests that you are not utilizing your fullest potential. You need to be more responsive to others, instead of just sitting back and waiting for things to happen.
condom	Seeing a wrapped condom in your dream, represents your one-sided viewpoints and not allowing others to voice their opinions. It also symbolizes sexual possibilities.  Seeing an unwrapped condom in your dream indicates sexual frustration. Additionally, it may also indicate that you are experiencing some anxiety about pregnancy or sexually transmitted diseases.  Dreaming that you or your partner is wearing a condom, suggests that you feel emotionally protected.
conductor	Seeing or dreaming that you are a conductor, represents your abilities to lead and direct yourself toward higher awareness.
cone	Seeing a cone in your dream, represents a flow of ideas and feelings.
confession	Dreaming that you or someone is confessing, represents feelings of guilt and self-blame. Alternatively, it suggests a form of healing and heralding the new changes in your life.
confetti	Seeing or throwing confetti in your dream, represents achievement and success.  You have achieved a higher level of growth and learning.  You have reached a turning point in your life. Alternatively, it symbolizes much festivity and fanfare. You may be expressing joy, victory, and freedom from restraint.
confusion	Dreaming that you are confused, may reflect your true confused state of mind and the nonsensical events of your dream.  Isolate the single element in your dream that is confusing to you and analyze the meaning of that particular symbol. Alternatively, dreams of confusion means that you are being pulled in opposite directions or do not know which viewpoint is right.
constellation	Seeing a constellation in your dream indicates that something in your life is coming together in a complex way. It represents a mental process. Consider what the constellation is depicting.
constipation	Dreaming that you have constipation means that you are  unwilling to part with your old ways. You are continuing to grasp on to your old ways and failing to let go, forgive, and forget. You may be dwelling on past problems and previous  difficulties.
construction	Seeing construction in your dream means a new surge of energy, ambition and renewed confidence. It may also represent the rebuilding of your own life.
contact lens	Seeing or wearing contact lens in your dream, suggests that you need to focus on the task at hand. You need to pay closer attention to a situation before acting on it. The dream may also mean that you need to get in contact with someone.  If you have difficulties putting on your contact lens in your dream, then it indicates that you are having trouble paying attention.
contest	Dreaming that you enter or are in a contest indicates the need to prove yourself as worthy and deserving. If you win the contest, then it represents your self-confidence, pride, and/or conceit.  If you lose the contest, then it indicates a lack of self-esteem. You may not be fully applying yourself to the task at hand.
contraceptive	Seeing or using contraceptive in your dream, suggests that you are refusing to let your creativity emerge from beneath the surface. You are holding back some aspect of yourself. Alternatively, it means your anxieties about pregnancy or sexually transmitted diseases.
contract	Dreaming that you are signing a contract, foretells of a rise in prominence and status. A job promotion is expected.  Dreaming that you enter into a bad contract means to think twice about committing to a relationship. Carefully examine what you are getting into.
convent	Dreaming that you are at a convent, represents your need for spiritual support and nurturance.
convention	Dreaming that you are at a convention, represents your need for contact and communication. You need to keep in mind that the choices you make with effect those around you. Don't be hesitant in getting them involved in your decision making. The dream is also a metaphor for bring various aspects of yourself together. Consider the type of convention for additional clues as to what may be lacking in your life.
conversion	Dreaming about a conversion indicates your hopes that some problem or situation can be changed. This dream also represents your mobility and adaptability to situations in life.
convertible	Seeing or dreaming that you are in a convertible, refers to your glamorous attitude. You are showing off your power and influence.
convict	Dreaming that you are a convict, suggests that some situation or relationship is making you feel restricted. You may be experiencing a loss of freedom in some area of your life.  Alternatively, the dream may represent your feelings of shame and guilt. This dream image is trying to tell you to stop punishing yourself.  Seeing a convict in your dream indicates that  an aspect of yourself is unable to freely express itself.
cookie	Dreaming that you are Seeing or eating, giving, receiving, or stealing cookies means that you will let trivial problems and minor disputes annoy you.  Dreaming that you are baking cookies means feelings of optimism or an increase in productivity. You may also experience a rise in status.
cooking	Dreaming that you are cooking means your desire desire to influence others in such a way that they will like you or become dependent on you. Alternatively, it represents your nurturing side or wanting to be nurtured. You want to be loved.  Dreaming that you have difficulties cooking indicates that you are trying too hard.
copier	Seeing or using a copier in your dream, represents your lack of originality and tendency to copy other's ideas/beliefs. You need to start thinking things through for yourself.  Alternatively, it may indicate a desire to spread some idea and circulate the word out.
copper	Seeing copper in your dream, represents the power of healing. It also indicates a flow of ideas and information.
coral	Seeing coral in your dream, symbolizes the beauty of life. Acknowledging your feelings is the key to a happy and rewarding life. Alternatively, it represents purification and blood.
cork	Seeing cork in your dream, represents your versatility and adaptability in different situations.  You have the ability to stay afloat in times of turmoil. and rise above your circumstances.
corn	Seeing corn in your dream means abundance, growth and fertility. Also consider the pun that something is "corny".
corner	Dreaming that you are in a corner means feelings of frustration and lack of control in making decisions. You may feel trapped and "cornered".
cornucopia	Seeing a cornucopia in your dream, represents abundance,  plentitude and prosperity. The dream also highlights the union of the masculine and feminine aspects.
corpse	Seeing a corpse in your dream, represents an aspect of yourself that has died. Or it may mean that you are unexpressive. You have shut yourself down and are dead inside.
corridor	Dreaming that you are walking through a long corridor means your desperation in trying to escape a repetitive situation or behavior patters. You need to free yourself of this repetition and the corridor is seen as a passage from one phase in your life to another.
corsage	Seeing or wearing a corsage in your dream, suggests that an aspect of yourself is looking to be acknowledged and recognized. Alternatively, it is a symbol of honor.
corset	Seeing or wearing a corset in your dream indicates restraint and restrictions. You may be feeling limited. Alternatively, it may mean that you have a tendency to hold in your displeasure in order to please others.
costume	Dreaming that you are wearing a costume means that you are putting on a facade toward others. Your true self is not being revealed and you are not being completely honest with people around you.
cottage	Seeing a cottage in your dream, represents comfort, peace and serenity. You prefer a life of simplicity. The cottage may represent an altered sense of reality and thus may be a means of escaping the responsibilities and problems that may be associated with your home.  You need to approach life's difficulties one at a time.
cotton candy	Seeing or eating cotton candy in your dream, represents childhood pleasures or rewards.  You are content with the way things are going in your life.
cotton	Dreaming that you are picking cotton, suggests that you are seeing little benefits from all your long hard work. It may also mean that aspects of yourself are in harmony.  Dreaming that you are wearing cotton, symbolizes simplicity.
couch	Seeing a couch in your dream means need for rest and mental cleansing.
cougar	Seeing a cougar in your dream, symbolizes wild beauty, power,  grace, and raw emotion. It often refers to feminine power and aggression. Alternatively,  it also indicates lurking danger and death.
coughing	Dreaming that you are coughing, represents your fear or dissatisfaction of the future. You need to put some distance between yourself and others.  Alternatively, it indicates that you have made a negative choice in some important matter.
counselor	Seeing a counselor or dream that you are one, suggests that you are seeking for some support and direction in your life. Pay important attention to what the counselor is saying and/or doing. Your dream is trying to convey a message that you need to think about and possibly act upon.
counterfeit	Seeing counterfeit money in your dream indicates that something is not what it appears to be. Perhaps you are feeling unworthy or someone is devaluing your talents or efforts. Alternatively, this dream symbol suggests that you are pretending to be something you are not.
court	Dreaming that you are in court standing up for charges against you,  means your struggle with issues of fear and guilt. A situation or circumstance in your life is giving your much distress and worry. You may feel that you are being judged in some way.
cousin	Seeing your cousin in your dream, represents something or some aspect of your character that is somewhat familiar. Perhaps you need to spend more time in cultivating and developing some emerging ability or character.  In particular, if you dream that your cousin is ignoring you indicates that you are not acknowledging some aspect of yourself that is represented by your cousin.  Dreaming that you or your sibling is in love with a cousin, represents your acceptance of each other and that you have acknowledge and embraced key qualities in one another.
cow	Seeing a cow in your dream means your obedience to authority without question. It symbolizes your passive and docile nature. Alternatively, it represents maternal instincts or the desire to be cared for. For some cultures, the cow represents divine qualities of fertility, nourishment and motherhood.  Seeing a cow with a skeleton face, suggests that you mother or motherly figure in your waking life is displaying a lack of emotions. She is being unresponsive to your needs.  Seeing a herd of cows indicates your need to belong.
coward	Dreaming that you or someone is a coward indicates that you are afraid to see your true Self and to be who you are. You are hindering your own self-growth.
cowboy	Seeing or dreaming that you are a cowboy, symbolizes masculinity, ruggedness, and toughness. You are in control of your animalistic and instinctual side.
coworker	Seeing your coworkers in your dream, highlights aspects of your waking relationship with them, including difficulties/support. It means your ambition, struggles and competitive nature.  If the coworkers in your dream are not your actual coworkers, then they may pertain to some psychological business that you need to work on.  Dreaming that you are training someone to take your place, suggests that you are moving on with respect to some task or inner development. You are leaving behind old attitudes and are looking toward the future.
coyote	Seeing a coyote in your dream means deception and weakness.
crab	Seeing a crab in your dream means you perseverance and tenacity. On an extreme note, you maybe be too clingy and dependant and hanging on to a hopeless endeavor. Crabs are also symbolic of your irritable personality, as in the pun, being "crabby".
crackers	Seeing or eating a cracker in your dream, suggests that you tend to care for the needs of others besides your own.  You spend your time looking of for other people and as a result, neglect your needs. The dream may also be a pun on "crack her". Perhaps you are trying to get someone to reveal certain information or secrets.
cradle	Seeing a cradle in your dream, symbolizes a dependent relationship. You may feel the need to be protected and cared for. Your dream maybe telling you to regain some control and independence in your life. Alternatively, it represents a new project or fresh start.
crane	Seeing a crane in your dream, represents happiness, maternal love, and your gestures of good will. You look out for those who are near and dear to you.
crash	Dreaming that you are in a car crash indicates that your beliefs, lifestyle, or goals are clashing with another's. It may also represent a shocking situation or painful experience. Alternatively, car crashes may forewarn of your dangerous or careless driving habits.  Dreaming that a plane crashes means that you have set overly high and unrealistic goals for yourself and are in danger of having it come crashing down. Alternatively, your lack of confidence, self-defSeeing or eating attitude and self-doubt toward the goals you have set for yourself is represented by the crashing airplane; you do not believe in your ability to attain those goals. Loss of power and uncertainty in achieving your goals are also signified.
crater	Seeing a crater in your dream indicates that aspects of your unconscious are being slowly revealed to you. This dream symbol is also symbolic of past memories and experiences.
crawling	Dreaming that you are crawling indicates that you are approaching your goals with careful forethought and preparation.  Alternatively, you may be lowering yourself and your standards. You may be doing less than your best.  Dreaming that you are crawling out of a wreck or ruins, represents your willpower.  Dreaming that someone is crawling towards you means your need for power, revenge, superiority, or control.
crayon	Seeing crayons in your dream, represents some childhood memories or a period of time where you were more carefree. It is also symbolic of creativity. You may need to think outside the lines into more unconventional thoughts and ways of doing things. Consider the symbolism of the color of the crayon.
crazy	Dreaming that you are going crazy, suggests that you have lost sight of your goals. You may feel that you are no longer able  to depend on someone. Alternatively, you may feel that your opinions, viewpoints or decisions are not being accepted or being ignored. You may feel like an outsider.
cream	Seeing or eating cream in your dream indicates that you appreciate the minor and sweet things in life. It is symbolic of nurturance and richness.  Seeing or applying face cream in your dream, represents a beautiful and true soul. It may also signify the character and personality your portray to others in your waking life.
creature	Seeing faceless creatures in your dream indicates a situation you are refusing to see or confront, but are aware of it in some passive way. This dream also suggests that something in your life is bringing up feelings of fear and insecurities.
credit card	Dreaming about credit cards, relates to your worth, value and/or credibility. Depending on your waking experiences, the credit cards may symbolize being in debt and your attitudes about money, work, and thrift.  Dreaming that you lose your credit cards indicates your carelessness in some aspect of your waking life.  Dreaming that someone is stealing your credit cards, suggests that something or someone is robbing you of vital energy.
creek	Seeing a creek in your dream, represents your own personal energy flow and steady emotional release.  Seeing a dried up creek indicates that you are being cut off from your spiritual being and being out of touch with yourself. You may also feel physically or emotionally drained.
cremation	Dreaming that someone is being cremated, represents purification and your strive for perfection.
crescent	Seeing a crescent in your dream, represents the the emergence of your feminine character. It also indicates versatility and changes.
crib	Seeing a crib in your dream, suggests that you are harvesting or  "babying" a new idea, creation or project.  Alternatively, it may refer to your nurturing, protective, and caring nature. A more literal interpretation of this symbol, suggests that you may be yearning for a baby or that you are expecting a baby.
cricket	Seeing crickets in your dream, represents introspection. You are seeking guidance.  Hearing crickets in your dream, suggests that you are letting minor things bother you.
crime	Dreaming that you or someone commits a crime, represents feelings of guilt and shame. Your inner fears are hindering your growth and progress.
crocodile	Seeing a crocodile in your dream, forewarns of hidden danger. Someone near you is giving you bad advice and is trying to sway you into poor decisions. The crocodile may be an aspect of yourself and your aggressive and "snappy" attitude. Or maybe it reveals that you have displayed some false emotions and shedding "crocodile tears".  Dreaming that you are chased or bitten by a crocodile means disappointments in love and in business.
crop	Dreaming that you are tending to your crop, represents growth, self-love, and self-appreciation. In the end, your hard work is paying off.
cross	Seeing a cross in your dream means suffering, martyrdom, death, and/or sacrifice. Perhaps your dream is telling you that you have a cross to bear. Ask yourself what is causing you to suffer or what is causing you great difficulties.
crossroad	Dreaming that you are at a crossroad means that you have come to a point in your life where you have several options to choose from which will take you various destinations. This dream suggests your need to make this important decision.
crossword puzzle	Seeing or doing a crossword puzzle, suggests that you are being faced with a mental challenge. The dream may be a pun on "cross words" directed at your or aimed toward someone.
crow	Seeing a crow in your dream, represents your annoying habits and the darker part of your character. The crow may serve as messengers from your unconscious.
crowd	Dreaming that you are in or part of a crowd means that you need to make some space for yourself. You need solitude to reflect on a situation at hand and recharge your energy. Consider also the familiar phrase of "going along with the crowd" which implies conformity and lack of individuality.  Seeing an unruly crowd in your dream means that the worries and problems around you are pressing in on you. You will be be greatly distressed.  Seeing a happy, orderly crowd in your dream means assured happiness, pleasant friends and opportunities for advancement.
crown	Seeing a crown in your dream, symbolizes success and prominence.
crucifix	Seeing a crucifix in your dream, is symbolic of new life, spiritual guidance, and liberation. The dream may serve as a connection with your inner Christ/love consciousness. Alternatively, it represents  your difficulties and hardships. Do you feel you are being crucified for something occurring in your life?
cruel	Dreaming that you or someone is being cruel means the release of pent-up hostility and anger. You may need to acknowledge the shadow and negative aspects of your personality.  Dreaming that someone is being cruel to you, suggests that you need to develop your inner and outer strengths and become more emotionally strong.
cruise	Dreaming that you are on a cruise, represents some emotional journey that you are going through. The dream may also be a pun on "cruising" through situations in your life with ease and little effort.
crush	Dreaming that you are crushing something means that you are under tremendous stress over a decision that you need to make.  Dreaming that you have a crush on somebody, is a literal reflection of your attraction and fascination for that person.  Seeing your crush in your dream, represents your current infatuation with him or her.  If you find yourself thinking about him during the day, then it is understandable that his image will appear in your dream during the night. If your dream that your crush rejects you, refers to not knowing how he or she really feels about you and whether he likes you or not.  If you dream that somebody has a crush on you, then it represent you own sense of worthiness and esteem.  Dreaming about a former crush, refers to that particular period in your life and what you were feeling. The former crush represents a point in time when you first had the crush on that person.  Dreaming that your crush rejects you or stood you up, represents your feelings of insecurities and anxieties. The idea of not knowing how your crush feels about you is driving you nuts.  Assuming that he or she will reject you before you actually know, saves your from getting hurt.  You are afraid to find out how he or she feels about you.
crutches	Dreaming that you are on crutches means your need to lean on others for help. Perhaps you are acting helpless in order to get out of some situation or obligation.
cry	Dreaming that you are crying means a release of negative emotions that is more likely caused by some waking situation rather than the events of the dream itself. Your dream is a way to regain some emotional balance and a way to safely let out your fears and frustrations. In our daily lives, we tend to ignore, deny, or repress our feelings. But in our dream state, our defense mechanisms are no longer on guard and thus allow for the release of such emotions.  To wake up crying, suggest the grieving of your soul and that you need to change your ways and how you approach things.  Dreaming that no one hears or responds to your cries, represents your helplessness and difficulties and frustrations in trying to communicate with others. You feel that your words are falling on deaf ears. Perhaps your dream is telling you to be more vocal and work harder to get your point across.
crystal	Seeing a crystal in your dream means wholeness, purity, and unity. Dreaming that you are looking into a crystal, is indicative of how you are looking within yourself to find your true destiny.
cub	Seeing a cub in your dream, represents innocence, playfulness and/or mischievousness.  It is also symbolic of your children or siblings.
cube	Seeing a cube in your dream, symbolizes material possessions and earthly things. It may also be a metaphor for "being square" or being too conservative.
cuckoo	Seeing a cuckoo in your dream, represents timing and fate. You need to change your direction or alter your approach in how your pursue some situation. The dream may also be a metaphor for someone who is behaving crazily.
cucumber	Seeing or eating  a cucumber in your dream means recuperation and recovery. You need to regain your energy and health. Alternatively, it is symbolic of the phallus and have sexual connotations.
cuddle	Dreaming that you are cuddling with someone indicates your need for physical and/or emotional contact. Do not overlook the obvious meaning of this dream which suggests your heart's desire for that particular person. Also consider the symbolism of that person you are cuddling with and determine how you need to acknowledge, accept, and unify those qualities in yourself.
cult	Dreaming that you are in a cult, suggests that you are in some destructive and/or manipulative relationship. You are being exploited. On a more positive note, you have the desire to strive for a better Self. It implies devotion and sense of community.  Seeing a cult in your dream indicates that you are lacking any spiritual freedom.  Dreaming that you are a leader of a cult means your authoritarian attitude.  No one should question your motives or choices.
cultivate	Dreaming that you are cultivating indicates that you need to clear your mind of negative thoughts. Keeping an open mind will further allow  you to grow as a person.
cup	Seeing a cup in your dream, represents nurturance and the womb. The cup may also signify healing, rejuvenation, and healing. Alternatively, it indicates a transcendence into a realm of higher consciousness. Is the cup half-full or half-empty? Do you see life from an optimistic or pessimistic point of view.  Seeing a cup with a broken handle indicates your feelings of inadequacy and anxieties of being unable to handle a particular situation.  Seeing a broken cup in your dream means feelings of powerlessness, guilt and/or low self-esteem. Perhaps you feel unqualified or inadequate in dealing with a situation.
cupboard	Dreaming that you are opening a cupboard means that you are revealing some hidden truth or secret.
cupid	Seeing cupid in your dream, represents a love relationship in your waking life. Its appearance in your dream may mean that you need to take a risk in love.
curlers	Seeing curlers in your dream, suggests that you are thinking in circles. You may be going over the same problem/situation again and again without any conclusion.
current	Seeing or noticing an ocean or river current in your dream, represents the direction of your life and the decisions you have made along the way. It also represents the influences in your life and how they work in guiding you through your life's path. The dream may also be a metaphor for the current events or something that is going on in your life at the moment.
curry	Seeing or tasting curry in your dream, suggests that you are emotionally sensitive and easily irritable. Alternatively, it refers to your quick-wit, sharpness, and intellect. It may also mean that you feel like you are  hot stuff.
curse	Dreaming that you or someone is under a curse, suggests that you are getting caught up in your own guilt. You also need to proceed with caution in some situation or relationship.  Dreaming that you or someone is cursing, refers to your inner fears.
curtain	Dreaming that you are shutting the curtains means secrecy and a repression of thoughts.  You are concealing a personal matter or an aspect of yourself. On the other hand, to dream that you are opening the curtains indicates that you are ready to reveal something hidden.
curtsy	To curtsy to someone in your dream, suggests that you are acknowledging something that is greater than you and deserves your respect. You are submitting to a power larger than you.
cut	Dreaming that you have a cut, suggests that you are being let down or being undermined. Alternatively, it refers to feminine sexuality and feminine attitudes toward sex. In particular, if the cuts are on your legs, then it symbolizes an imbalance. You are unable to stand up for yourself.  Dreaming that you are cutting yourself indicates that you are experiencing some overwhelming turmoil or problems in your waking life. You are trying to disconnect yourself from the unbearable pain you are experiencing.
cuticle	Noticing your cuticles in our dream, suggests that you are being overly sensitive. You may be overreacting in some situation.
cutting	Dreaming that you are cutting something means a broken relationship or severed connection.
cyclops	Seeing Cyclops in your dream, suggests that you may be narrow-minded and need to expand the scope of your vision. Alternatively, you may be too overly focused on one thing.
cypress	Seeing a cypress tree in your dream, symbolizes death, the underworld, and the unconscious. It may also indicate a time of mourning and sadness.
daffodil	Seeing daffodils in your dream, symbolizes renewal, inner growth, optimism, inspiration, and hope.
dagger	Dreaming of being attacked by someone with a dagger, warns of physical injury from an enemy or a mugger. You may feel that you have been stabbed in the back by somebody.  Dreaming that you take a dagger from somebody's hand means you will overcome hardships and misfortune.
dahlias	Seeing dahlias in a dream means good fortune in financial matters.  Seeing dahlias that are dying and wilting means loss and sorrow.
dairy	Dreaming that you are in a dairy, is a good omen. Much fortune will come your way and you will never be without the basic necessities in life.
daisy	Seeing daisies in your dream, symbolizes freshness, beauty, innocence, simplicity, friendliness, and cleanliness.  Dreaming that someone gives you a bouquet of daisies, symbolizes sorrow and/or lost love.  Dreaming of walking in a field of daisies, represents good luck and prosperity. Someone will be there to offer you a helping hand and guidance for your problems.
dalmatian	Seeing a Dalmatian in you dream, suggests that you tend to overlook your own feelings and tend to the needs of others. You are a people pleaser.
